RowId+30:30AA141:261:42AA141:261:54AA141:261:661:26,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
BRFSS~2020~2020~25~Q09~TSC09~AGE~GENDER,2020,2020,MA,Massachusetts,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,70.2,70.2,,,66.8,73.4,,Age Group,Overall,Gender,Female,,,POINT (-72.08269067499964 42.27687047000046),C03,TSC09,Q09,,25,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2015~2015~17~Q40~TGC05~AGE~RACE,2015,2015,IL,Illinois,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-88.99771017799969 40.48501028300046),C07,TGC05,Q40,,17,AGE,5064,RACE,HIS,,,
BRFSS~2015~2015~12~Q04~TOC04~AGE~RACE,2015,2015,FL,Florida,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,81.2,81.2,,,77.3,84.5,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-81.92896053899966 28.932040377000476),C01,TOC04,Q04,,12,AGE,5064,RACE,WHT,,,
BRFSS~2017~2017~24~Q14~TSC06~AGE~GENDER,2017,2017,MD,Maryland,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,96.6,96.6,,,95.7,97.4,,Age Group,Overall,Gender,Male,,,POINT (-76.60926011099963 39.29058096400047),C03,TSC06,Q14,,24,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2021~2021~9004~Q43~TOC11~AGE~GENDER,2021,2021,WEST,West,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,53.8,53.8,,,51.3,56.3,,Age Group,65 years or older,Gender,Female,,,,C01,TOC11,Q43,,9004,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2020~2020~9004~Q19~TSC04~AGE~RACE,2020,2020,WEST,West,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,63.2,63.2,&,Regional estimates may not represent all states in the region,49.2,75.3,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,,C03,TSC04,Q19,,9004,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2018~2018~27~Q09~TSC09~AGE~RACE,2018,2018,MN,Minnesota,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,38.9,38.9,,,35.9,42,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-94.79420050299967 46.35564873600049),C03,TSC09,Q09,,27,AGE,5064,RACE,WHT,,,
BRFSS~2018~2018~9002~Q35~TOC03~AGE~RACE,2018,2018,MDW,Midwest,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8.9,8.9,,,7.9,10,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,,C01,TOC03,Q35,,9002,AGE,5064,RACE,BLK,,,
BRFSS~2018~2018~02~Q03~TMC01~AGE~OVERALL,2018,2018,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,8,8,,,6.1,10.5,,Age Group,65 years or older,,,,,POINT (-147.72205903599973 64.84507995700051),C05,TMC01,Q03,,2,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2021~2021~19~Q22~TSC07~AGE~RACE,2021,2021,IA,Iowa,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-93.81649055599968 42.46940091300047),C03,TSC07,Q22,,19,AGE,65PLUS,RACE,ASN,,,
BRFSS~2021~2021~37~Q40~TGC05~AGE~RACE,2021,2021,NC,North Carolina,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,26.5,26.5,**,Estimate is not comparable to those generated using data from years prior to 2019 due to survey question changes,20.2,33.9,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-79.15925046299964 35.466220975000454),C07,TGC05,Q40,,37,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2018~2018~16~Q19~TSC04~AGE~RACE,2018,2018,ID,Idaho,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-114.3637300419997 43.682630005000476),C03,TSC04,Q19,,16,AGE,5064,RACE,BLK,,,
BRFSS~2018~2018~08~Q17~TAC01~AGE~OVERALL,2018,2018,CO,Colorado,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,13.5,13.5,,,12,15.1,,Age Group,50-64 years,,,,,POINT (-106.13361092099967 38.843840757000464),C04,TAC01,Q17,,8,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2019~2019~09~Q43~TOC11~AGE~RACE,2019,2019,CT,Connecticut,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,32,32,,,29.7,34.5,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-72.64984095199964 41.56266102000046),C01,TOC11,Q43,,9,AGE,5064,RACE,WHT,,,
BRFSS~2020~2020~22~Q33~TOC08~AGE~RACE,2020,2020,LA,Louisiana,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-92.44568007099969 31.31266064400046),C01,TOC08,Q33,,22,AGE,5064,RACE,NAA,,,
BRFSS~2017~2017~25~Q45~TOC13~AGE~RACE,2017,2017,MA,Massachusetts,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-72.08269067499964 42.27687047000046),C01,TOC13,Q45,,25,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2021~2021~56~Q04~TOC04~AGE~RACE,2021,2021,WY,Wyoming,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,86.7,86.7,,,83.9,89.1,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-108.10983035299967 43.23554134300048),C01,TOC04,Q04,,56,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2020~2020~44~Q08~TOC01~AGE~RACE,2020,2020,RI,Rhode Island,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.4,4.4,,,2.8,6.1,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-71.52247031399963 41.70828019300046),C01,TOC01,Q08,,44,AGE,5064,RACE,HIS,,,
BRFSS~2021~2021~09~Q46~TOC10~AGE~GENDER,2021,2021,CT,Connecticut,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,40.4,40.4,,,36.2,44.7,,Age Group,65 years or older,Gender,Female,,,POINT (-72.64984095199964 41.56266102000046),C01,TOC10,Q46,,9,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2020~2020~28~Q17~TAC01~AGE~RACE,2020,2020,MS,Mississippi,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-89.53803082499968 32.745510099000455),C04,TAC01,Q17,,28,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2019~2019~28~Q13~TNC04~AGE~RACE,2019,2019,MS,Mississippi,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,39,39,,,36.3,41.8,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-89.53803082499968 32.745510099000455),C02,TNC04,Q13,,28,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2021~2021~66~Q45~TOC13~AGE~RACE,2021,2021,GU,Guam,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (144.793731 13.444304),C01,TOC13,Q45,,66,AGE,5064,RACE,ASN,,,
BRFSS~2019~2019~29~Q31~TCC02~AGE~RACE,2019,2019,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,,29,AGE,5064,RACE,ASN,,,
BRFSS~2020~2020~18~Q16~TNC03~AGE~RACE,2020,2020,IN,Indiana,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.14996019399968 39.766910452000445),C02,TNC03,Q16,,18,AGE,5064,RACE,ASN,,,
BRFSS~2020~2020~31~Q43~TOC11~AGE~RACE,2020,2020,NE,Nebraska,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,31.8,31.8,,,19.6,47.1,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-99.36572062299967 41.6410409880005),C01,TOC11,Q43,,31,AGE,65PLUS,RACE,HIS,,,
BRFSS~2018~2018~38~Q15~TSC02~AGE~RACE,2018,2018,ND,North Dakota,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,51.9,51.9,,,38.9,64.6,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-100.11842104899966 47.47531977900047),C03,TSC02,Q15,,38,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2016~2021~04~Q37~TGC02~AGE~RACE,2016,2021,AZ,Arizona,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.76381127699972 34.865970280000454),C07,TGC02,Q37,,4,AGE,65PLUS,RACE,ASN,,,
BRFSS~2021~2021~10~Q45~TOC13~AGE~RACE,2021,2021,DE,Delaware,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.57774116799965 39.008830667000495),C01,TOC13,Q45,,10,AGE,5064,RACE,ASN,,,
BRFSS~2020~2020~02~Q16~TNC03~AGE~GENDER,2020,2020,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,22.9,22.9,,,18.2,28.5,,Age Group,65 years or older,Gender,Male,,,POINT (-147.72205903599973 64.84507995700051),C02,TNC03,Q16,,2,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2019~2019~12~Q31~TCC02~AGE~RACE,2019,2019,FL,Florida,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-81.92896053899966 28.932040377000476),C06,TCC02,Q31,,12,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2017~2017~66~Q32~TOC07~AGE~GENDER,2017,2017,GU,Guam,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,26.9,26.9,,,20.2,34.9,,Age Group,50-64 years,Gender,Female,,,POINT (144.793731 13.444304),C01,TOC07,Q32,,66,AGE,5064,GENDER,FEMALE,,,
BRFSS~2020~2020~12~Q16~TNC03~AGE~RACE,2020,2020,FL,Florida,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,27.3,27.3,,,25.3,29.4,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-81.92896053899966 28.932040377000476),C02,TNC03,Q16,,12,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2015~2015~20~Q21~TAC03~AGE~RACE,2015,2015,KS,Kansas,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,10.7,10.7,,,7.5,15,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-98.20078122699965 38.34774030000045),C04,TAC03,Q21,,20,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2019~2019~11~Q42~TCC04~AGE~RACE,2019,2019,DC,District of Columbia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,52.8,52.8,,,38.4,66.8,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-77.036871 38.907192),C06,TCC04,Q42,,11,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2020~2020~72~Q34~TOC09~AGE~OVERALL,2020,2020,PR,Puerto Rico,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,59.9,59.9,,,56.4,63.3,,Age Group,50-64 years,,,,,POINT (-66.590149 18.220833),C01,TOC09,Q34,,72,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2016~2021~26~Q42~TCC04~AGE~RACE,2016,2021,MI,Michigan,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-84.71439026999968 44.6613195430005),C06,TCC04,Q42,,26,AGE,65PLUS,RACE,HIS,,,
BRFSS~2019~2019~24~Q04~TOC04~AGE~RACE,2019,2019,MD,Maryland,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,94.3,94.3,,,92.2,95.9,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-76.60926011099963 39.29058096400047),C01,TOC04,Q04,,24,AGE,65PLUS,RACE,BLK,,,
BRFSS~2015~2015~30~Q09~TSC09~AGE~RACE,2015,2015,MT,Montana,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,64.8,64.8,,,48.2,78.5,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-109.42442064499971 47.06652897200047),C03,TSC09,Q09,,30,AGE,5064,RACE,NAA,,,
BRFSS~2020~2020~13~Q19~TSC04~AGE~RACE,2020,2020,GA,Georgia,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,72.3,72.3,,,54,85.3,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-83.62758034599966 32.83968109300048),C03,TSC04,Q19,,13,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2016~2021~44~Q38~TGC03~AGE~RACE,2016,2021,RI,Rhode Island,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-71.52247031399963 41.70828019300046),C07,TGC03,Q38,,44,AGE,5064,RACE,HIS,,,
BRFSS~2021~2021~36~Q43~TOC11~AGE~RACE,2021,2021,NY,New York,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,38.3,38.3,,,34.5,42.2,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-75.54397042699964 42.82700103200045),C01,TOC11,Q43,,36,AGE,AGE_OVERALL,RACE,HIS,,,
